network_element_id,metric,start,end,duration_periods,duration_hours,worst_value,mean_value,threshold,breach_direction
SITE_D,availability_pct,2025-01-16 20:45:00,2025-01-16 21:30:00,4,1.0,99.032,99.3042,99.5,below
SITE_D,availability_pct,2025-01-18 00:30:00,2025-01-18 01:15:00,4,1.0,99.107,99.301,99.5,below
SITE_D,availability_pct,2025-01-18 19:00:00,2025-01-18 19:45:00,4,1.0,98.721,99.1585,99.5,below
SITE_D,availability_pct,2025-01-19 15:45:00,2025-01-19 16:30:00,4,1.0,98.955,99.1208,99.5,below
SITE_D,availability_pct,2025-01-09 11:15:00,2025-01-09 12:00:00,4,1.0,98.8,99.1922,99.5,below
SITE_J,availability_pct,2025-01-25 06:30:00,2025-01-25 07:15:00,4,1.0,99.395,99.4405,99.5,below
SITE_J,availability_pct,2025-01-25 21:45:00,2025-01-25 22:30:00,4,1.0,98.986,99.269,99.5,below
SITE_J,availability_pct,2025-01-26 18:15:00,2025-01-26 19:00:00,4,1.0,98.852,99.1485,99.5,below
SITE_J,availability_pct,2025-01-27 03:15:00,2025-01-27 04:00:00,4,1.0,98.96,99.1335,99.5,below
SITE_J,availability_pct,2025-01-28 00:30:00,2025-01-28 01:15:00,4,1.0,99.225,99.3558,99.5,below
SITE_J,availability_pct,2025-01-28 16:00:00,2025-01-28 16:45:00,4,1.0,99.003,99.2808,99.5,below
SITE_J,availability_pct,2025-01-28 21:00:00,2025-01-28 21:45:00,4,1.0,98.582,99.119,99.5,below
SITE_A,availability_pct,2025-01-16 04:00:00,2025-01-16 04:45:00,4,1.0,98.939,99.2353,99.5,below
SITE_D,availability_pct,2025-01-10 21:30:00,2025-01-10 22:15:00,4,1.0,98.57,99.1025,99.5,below
SITE_D,availability_pct,2025-01-11 00:45:00,2025-01-11 01:30:00,4,1.0,99.039,99.1975,99.5,below
SITE_D,availability_pct,2025-01-11 05:15:00,2025-01-11 06:00:00,4,1.0,99.018,99.1958,99.5,below
SITE_D,availability_pct,2025-01-11 21:30:00,2025-01-11 22:15:00,4,1.0,99.073,99.2445,99.5,below
SITE_D,availability_pct,2025-01-13 17:45:00,2025-01-13 18:30:00,4,1.0,99.077,99.3292,99.5,below
SITE_D,availability_pct,2025-01-04 13:30:00,2025-01-04 14:15:00,4,1.0,99.222,99.3555,99.5,below
SITE_D,availability_pct,2025-01-04 19:00:00,2025-01-04 19:45:00,4,1.0,99.126,99.3657,99.5,below
SITE_D,availability_pct,2025-01-05 04:15:00,2025-01-05 05:00:00,4,1.0,99.07,99.251,99.5,below
SITE_A,availability_pct,2025-01-20 19:00:00,2025-01-20 19:45:00,4,1.0,98.985,99.294,99.5,below
SITE_J,availability_pct,2025-01-30 14:15:00,2025-01-30 15:00:00,4,1.0,98.679,99.2015,99.5,below
SITE_J,availability_pct,2025-01-30 19:15:00,2025-01-30 20:00:00,4,1.0,99.126,99.2305,99.5,below
SITE_K,availability_pct,2025-01-01 02:00:00,2025-01-01 02:45:00,4,1.0,99.132,99.2535,99.5,below
SITE_K,availability_pct,2025-01-01 06:45:00,2025-01-01 07:30:00,4,1.0,99.317,99.376,99.5,below
SITE_K,availability_pct,2025-01-01 23:30:00,2025-01-02 00:15:00,4,1.0,99.287,99.383,99.5,below
SITE_K,availability_pct,2025-01-02 03:30:00,2025-01-02 04:15:00,4,1.0,99.2,99.3455,99.5,below
SITE_J,availability_pct,2025-01-24 10:00:00,2025-01-24 10:45:00,4,1.0,99.198,99.3078,99.5,below
SITE_K,availability_pct,2025-01-15 09:15:00,2025-01-15 10:00:00,4,1.0,99.153,99.2842,99.5,below
SITE_K,availability_pct,2025-01-16 19:45:00,2025-01-16 20:30:00,4,1.0,99.15,99.3435,99.5,below
SITE_K,availability_pct,2025-01-17 10:45:00,2025-01-17 11:30:00,4,1.0,98.748,99.174,99.5,below
SITE_K,availability_pct,2025-01-17 20:00:00,2025-01-17 20:45:00,4,1.0,99.066,99.275,99.5,below
SITE_K,availability_pct,2025-01-02 19:30:00,2025-01-02 20:15:00,4,1.0,99.323,99.3835,99.5,below
SITE_K,availability_pct,2025-01-03 07:00:00,2025-01-03 07:45:00,4,1.0,98.998,99.1775,99.5,below
SITE_K,availability_pct,2025-01-03 13:45:00,2025-01-03 14:30:00,4,1.0,98.987,99.1327,99.5,below
SITE_K,availability_pct,2025-01-04 19:45:00,2025-01-04 20:30:00,4,1.0,99.064,99.215,99.5,below
SITE_K,availability_pct,2025-01-05 03:00:00,2025-01-05 03:45:00,4,1.0,99.191,99.2875,99.5,below
SITE_K,availability_pct,2025-01-05 04:45:00,2025-01-05 05:30:00,4,1.0,99.327,99.4083,99.5,below
SITE_K,availability_pct,2025-01-05 19:30:00,2025-01-05 20:15:00,4,1.0,99.284,99.347,99.5,below
SITE_K,availability_pct,2025-01-05 22:30:00,2025-01-05 23:15:00,4,1.0,99.095,99.1808,99.5,below
SITE_K,availability_pct,2025-01-08 00:30:00,2025-01-08 01:15:00,4,1.0,99.106,99.2128,99.5,below
SITE_A,availability_pct,2025-01-19 12:00:00,2025-01-19 12:45:00,4,1.0,99.339,99.3998,99.5,below
SITE_D,availability_pct,2025-01-10 16:45:00,2025-01-10 17:30:00,4,1.0,98.956,99.0162,99.5,below
SITE_D,availability_pct,2025-01-10 19:30:00,2025-01-10 20:15:00,4,1.0,99.196,99.3797,99.5,below
SITE_C,availability_pct,2025-01-27 18:15:00,2025-01-27 19:00:00,4,1.0,99.227,99.361,99.5,below
SITE_D,availability_pct,2025-01-06 05:15:00,2025-01-06 06:00:00,4,1.0,99.063,99.3007,99.5,below
SITE_D,availability_pct,2025-01-06 11:30:00,2025-01-06 12:15:00,4,1.0,99.124,99.2522,99.5,below
SITE_D,availability_pct,2025-01-07 03:00:00,2025-01-07 03:45:00,4,1.0,99.22,99.274,99.5,below
SITE_D,availability_pct,2025-01-08 01:30:00,2025-01-08 02:15:00,4,1.0,99.198,99.333,99.5,below
SITE_D,availability_pct,2025-01-08 03:30:00,2025-01-08 04:15:00,4,1.0,99.265,99.4092,99.5,below
SITE_D,availability_pct,2025-01-08 14:00:00,2025-01-08 14:45:00,4,1.0,99.072,99.2383,99.5,below
SITE_D,availability_pct,2025-01-08 22:15:00,2025-01-08 23:00:00,4,1.0,99.262,99.3627,99.5,below
SITE_D,availability_pct,2025-01-09 04:00:00,2025-01-09 04:45:00,4,1.0,99.232,99.4035,99.5,below
SITE_D,availability_pct,2025-01-09 05:45:00,2025-01-09 06:30:00,4,1.0,99.242,99.2808,99.5,below
SITE_C,availability_pct,2025-01-07 01:30:00,2025-01-07 02:15:00,4,1.0,99.109,99.3082,99.5,below
SITE_C,availability_pct,2025-01-07 16:15:00,2025-01-07 17:00:00,4,1.0,99.169,99.3455,99.5,below
SITE_K,availability_pct,2025-01-13 00:30:00,2025-01-13 01:15:00,4,1.0,98.856,99.2425,99.5,below
SITE_K,availability_pct,2025-01-13 03:00:00,2025-01-13 03:45:00,4,1.0,99.203,99.2665,99.5,below
SITE_K,availability_pct,2025-01-14 00:30:00,2025-01-14 01:15:00,4,1.0,99.136,99.264,99.5,below
SITE_K,availability_pct,2025-01-15 00:30:00,2025-01-15 01:15:00,4,1.0,99.166,99.229,99.5,below
SITE_K,availability_pct,2025-01-25 14:45:00,2025-01-25 15:30:00,4,1.0,98.754,99.178,99.5,below
SITE_K,availability_pct,2025-01-26 04:15:00,2025-01-26 05:00:00,4,1.0,99.138,99.3608,99.5,below
SITE_K,availability_pct,2025-01-26 10:15:00,2025-01-26 11:00:00,4,1.0,98.962,99.3375,99.5,below
SITE_K,availability_pct,2025-01-20 13:30:00,2025-01-20 14:15:00,4,1.0,98.877,99.198,99.5,below
SITE_K,availability_pct,2025-01-20 19:45:00,2025-01-20 20:30:00,4,1.0,99.118,99.3452,99.5,below
SITE_K,availability_pct,2025-01-21 01:15:00,2025-01-21 02:00:00,4,1.0,98.943,99.202,99.5,below
SITE_K,availability_pct,2025-01-22 07:30:00,2025-01-22 08:15:00,4,1.0,99.22,99.3355,99.5,below
SITE_A,availability_pct,2025-01-11 04:15:00,2025-01-11 05:00:00,4,1.0,99.1,99.3037,99.5,below
SITE_A,availability_pct,2025-01-12 14:00:00,2025-01-12 14:45:00,4,1.0,99.153,99.2877,99.5,below
SITE_A,availability_pct,2025-01-12 19:45:00,2025-01-12 20:30:00,4,1.0,99.184,99.3298,99.5,below
SITE_C,availability_pct,2025-01-09 19:00:00,2025-01-09 19:45:00,4,1.0,99.199,99.374,99.5,below
SITE_C,availability_pct,2025-01-11 17:15:00,2025-01-11 18:00:00,4,1.0,98.971,99.2525,99.5,below
SITE_D,availability_pct,2025-01-02 07:30:00,2025-01-02 08:15:00,4,1.0,98.94,99.2503,99.5,below
SITE_D,availability_pct,2025-01-03 23:15:00,2025-01-04 00:00:00,4,1.0,99.27,99.37,99.5,below
SITE_D,availability_pct,2025-01-04 11:30:00,2025-01-04 12:15:00,4,1.0,98.874,99.193,99.5,below
SITE_C,availability_pct,2025-01-27 01:45:00,2025-01-27 02:30:00,4,1.0,99.249,99.3462,99.5,below
SITE_K,availability_pct,2025-01-30 12:45:00,2025-01-30 13:30:00,4,1.0,99.237,99.3603,99.5,below
SITE_A,availability_pct,2025-01-14 21:30:00,2025-01-14 22:15:00,4,1.0,99.356,99.4252,99.5,below
SITE_C,availability_pct,2025-01-27 23:15:00,2025-01-28 00:00:00,4,1.0,99.077,99.2778,99.5,below
SITE_C,availability_pct,2025-01-28 00:30:00,2025-01-28 01:15:00,4,1.0,99.225,99.2877,99.5,below
SITE_C,availability_pct,2025-01-29 03:30:00,2025-01-29 04:15:00,4,1.0,99.107,99.381,99.5,below
SITE_C,availability_pct,2025-01-30 15:30:00,2025-01-30 16:15:00,4,1.0,99.069,99.2105,99.5,below
SITE_C,availability_pct,2025-01-30 20:45:00,2025-01-30 21:30:00,4,1.0,99.075,99.214,99.5,below
SITE_D,availability_pct,2025-01-01 01:15:00,2025-01-01 02:00:00,4,1.0,99.117,99.2048,99.5,below
SITE_D,availability_pct,2025-01-01 17:30:00,2025-01-01 18:15:00,4,1.0,99.205,99.28,99.5,below
SITE_C,availability_pct,2025-01-06 01:00:00,2025-01-06 01:45:00,4,1.0,98.993,99.2172,99.5,below
SITE_C,availability_pct,2025-01-06 02:15:00,2025-01-06 03:00:00,4,1.0,99.169,99.2577,99.5,below
SITE_C,availability_pct,2025-01-21 09:00:00,2025-01-21 09:45:00,4,1.0,98.728,99.0178,99.5,below
SITE_A,availability_pct,2025-01-15 09:00:00,2025-01-15 09:45:00,4,1.0,99.135,99.287,99.5,below
SITE_K,availability_pct,2025-01-23 10:45:00,2025-01-23 11:30:00,4,1.0,98.819,99.1385,99.5,below
SITE_K,availability_pct,2025-01-24 03:00:00,2025-01-24 03:45:00,4,1.0,99.141,99.2342,99.5,below
SITE_K,availability_pct,2025-01-24 22:30:00,2025-01-24 23:15:00,4,1.0,98.843,99.2152,99.5,below
SITE_K,availability_pct,2025-01-26 14:30:00,2025-01-26 15:15:00,4,1.0,99.239,99.346,99.5,below
SITE_K,availability_pct,2025-01-26 17:45:00,2025-01-26 18:30:00,4,1.0,99.132,99.277,99.5,below
SITE_C,availability_pct,2025-01-22 04:15:00,2025-01-22 05:00:00,4,1.0,99.129,99.331,99.5,below
SITE_C,availability_pct,2025-01-22 21:45:00,2025-01-22 22:30:00,4,1.0,98.928,99.2827,99.5,below
SITE_C,availability_pct,2025-01-23 21:15:00,2025-01-23 22:00:00,4,1.0,99.102,99.232,99.5,below
SITE_C,availability_pct,2025-01-24 06:00:00,2025-01-24 06:45:00,4,1.0,98.865,99.2185,99.5,below
SITE_C,availability_pct,2025-01-25 18:45:00,2025-01-25 19:30:00,4,1.0,99.138,99.2922,99.5,below
SITE_C,availability_pct,2025-01-25 23:00:00,2025-01-25 23:45:00,4,1.0,99.06,99.167,99.5,below
SITE_C,availability_pct,2025-01-15 22:45:00,2025-01-15 23:30:00,4,1.0,99.14,99.3025,99.5,below
SITE_K,availability_pct,2025-01-27 03:15:00,2025-01-27 04:00:00,4,1.0,98.959,99.2145,99.5,below
SITE_K,availability_pct,2025-01-27 15:45:00,2025-01-27 16:30:00,4,1.0,98.627,99.1733,99.5,below
SITE_K,availability_pct,2025-01-27 17:30:00,2025-01-27 18:15:00,4,1.0,98.843,99.054,99.5,below
SITE_K,availability_pct,2025-01-27 22:15:00,2025-01-27 23:00:00,4,1.0,98.992,99.302,99.5,below
SITE_K,availability_pct,2025-01-29 15:30:00,2025-01-29 16:15:00,4,1.0,99.143,99.2773,99.5,below
SITE_K,availability_pct,2025-01-29 18:45:00,2025-01-29 19:30:00,4,1.0,99.088,99.347,99.5,below
SITE_K,availability_pct,2025-01-30 03:15:00,2025-01-30 04:00:00,4,1.0,98.93,99.101,99.5,below
SITE_L,availability_pct,2025-01-12 10:45:00,2025-01-12 11:30:00,4,1.0,99.032,99.2432,99.5,below
SITE_L,availability_pct,2025-01-12 13:45:00,2025-01-12 14:30:00,4,1.0,98.828,99.258,99.5,below
SITE_L,availability_pct,2025-01-12 23:30:00,2025-01-13 00:15:00,4,1.0,99.116,99.229,99.5,below
SITE_A,availability_pct,2025-01-06 04:15:00,2025-01-06 05:00:00,4,1.0,99.004,99.289,99.5,below
SITE_A,availability_pct,2025-01-06 06:15:00,2025-01-06 07:00:00,4,1.0,98.888,99.2225,99.5,below
SITE_A,availability_pct,2025-01-06 16:30:00,2025-01-06 17:15:00,4,1.0,99.092,99.274,99.5,below
SITE_A,availability_pct,2025-01-06 20:00:00,2025-01-06 20:45:00,4,1.0,99.033,99.354,99.5,below
SITE_L,availability_pct,2025-01-01 03:00:00,2025-01-01 03:45:00,4,1.0,99.164,99.3342,99.5,below
SITE_L,availability_pct,2025-01-04 02:15:00,2025-01-04 03:00:00,4,1.0,99.398,99.4548,99.5,below
SITE_L,availability_pct,2025-01-04 03:45:00,2025-01-04 04:30:00,4,1.0,99.125,99.2365,99.5,below
SITE_L,availability_pct,2025-01-04 06:30:00,2025-01-04 07:15:00,4,1.0,98.761,99.118,99.5,below
SITE_L,availability_pct,2025-01-04 12:00:00,2025-01-04 12:45:00,4,1.0,99.065,99.1405,99.5,below
SITE_L,availability_pct,2025-01-04 23:15:00,2025-01-05 00:00:00,4,1.0,98.846,99.2318,99.5,below
SITE_L,availability_pct,2025-01-07 05:15:00,2025-01-07 06:00:00,4,1.0,98.917,99.224,99.5,below
SITE_L,availability_pct,2025-01-07 08:00:00,2025-01-07 08:45:00,4,1.0,99.193,99.2725,99.5,below
SITE_K,availability_pct,2025-01-26 13:00:00,2025-01-26 13:45:00,4,1.0,99.261,99.3932,99.5,below
SITE_C,availability_pct,2025-01-16 15:00:00,2025-01-16 15:45:00,4,1.0,99.095,99.3318,99.5,below
SITE_C,availability_pct,2025-01-17 09:00:00,2025-01-17 09:45:00,4,1.0,99.234,99.331,99.5,below
SITE_C,availability_pct,2025-01-18 00:45:00,2025-01-18 01:30:00,4,1.0,98.749,99.1568,99.5,below
SITE_C,availability_pct,2025-01-18 07:45:00,2025-01-18 08:30:00,4,1.0,99.237,99.4008,99.5,below
SITE_C,availability_pct,2025-01-18 15:15:00,2025-01-18 16:00:00,4,1.0,99.094,99.3742,99.5,below
SITE_C,availability_pct,2025-01-18 16:30:00,2025-01-18 17:15:00,4,1.0,99.268,99.3783,99.5,below
SITE_C,availability_pct,2025-01-19 10:45:00,2025-01-19 11:30:00,4,1.0,98.898,99.0562,99.5,below
SITE_C,availability_pct,2025-01-20 02:00:00,2025-01-20 02:45:00,4,1.0,98.979,99.2702,99.5,below
SITE_C,availability_pct,2025-01-20 07:45:00,2025-01-20 08:30:00,4,1.0,99.281,99.2995,99.5,below
SITE_C,availability_pct,2025-01-20 10:00:00,2025-01-20 10:45:00,4,1.0,99.141,99.3575,99.5,below
SITE_L,availability_pct,2025-01-25 16:30:00,2025-01-25 17:15:00,4,1.0,98.973,99.2598,99.5,below
SITE_L,availability_pct,2025-01-26 11:45:00,2025-01-26 12:30:00,4,1.0,98.896,99.2335,99.5,below
SITE_L,availability_pct,2025-01-26 19:00:00,2025-01-26 19:45:00,4,1.0,99.214,99.3145,99.5,below
SITE_L,availability_pct,2025-01-09 09:15:00,2025-01-09 10:00:00,4,1.0,99.347,99.4005,99.5,below
SITE_L,availability_pct,2025-01-10 00:30:00,2025-01-10 01:15:00,4,1.0,98.993,99.333,99.5,below
SITE_L,availability_pct,2025-01-10 22:00:00,2025-01-10 22:45:00,4,1.0,98.857,99.2352,99.5,below
SITE_L,availability_pct,2025-01-18 13:15:00,2025-01-18 14:00:00,4,1.0,98.923,99.068,99.5,below
SITE_A,availability_pct,2025-01-03 03:45:00,2025-01-03 04:30:00,4,1.0,98.975,99.2762,99.5,below
SITE_L,availability_pct,2025-01-30 20:00:00,2025-01-30 20:45:00,4,1.0,99.193,99.283,99.5,below
SITE_L,availability_pct,2025-01-22 16:00:00,2025-01-22 16:45:00,4,1.0,99.362,99.4252,99.5,below
SITE_L,availability_pct,2025-01-22 19:00:00,2025-01-22 19:45:00,4,1.0,98.866,99.194,99.5,below
SITE_L,availability_pct,2025-01-29 05:00:00,2025-01-29 05:45:00,4,1.0,99.1,99.2767,99.5,below
SITE_L,availability_pct,2025-01-29 12:00:00,2025-01-29 12:45:00,4,1.0,98.931,99.2545,99.5,below
SITE_L,availability_pct,2025-01-30 17:15:00,2025-01-30 18:00:00,4,1.0,99.141,99.2395,99.5,below
SITE_L,availability_pct,2025-01-30 18:45:00,2025-01-30 19:30:00,4,1.0,98.95,99.1682,99.5,below
SITE_A,availability_pct,2025-01-08 12:15:00,2025-01-08 13:00:00,4,1.0,98.662,99.2175,99.5,below
SITE_L,availability_pct,2025-01-27 05:45:00,2025-01-27 06:30:00,4,1.0,98.913,99.2418,99.5,below
SITE_L,availability_pct,2025-01-28 03:30:00,2025-01-28 04:15:00,4,1.0,99.053,99.2998,99.5,below
SITE_L,availability_pct,2025-01-28 17:30:00,2025-01-28 18:15:00,4,1.0,99.011,99.2775,99.5,below
SITE_C,availability_pct,2025-01-12 00:15:00,2025-01-12 01:00:00,4,1.0,99.072,99.1477,99.5,below
SITE_C,availability_pct,2025-01-12 02:30:00,2025-01-12 03:15:00,4,1.0,98.872,99.1632,99.5,below
SITE_C,availability_pct,2025-01-13 13:00:00,2025-01-13 13:45:00,4,1.0,98.988,99.1738,99.5,below
SITE_G,availability_pct,2025-01-09 07:45:00,2025-01-09 08:30:00,4,1.0,98.857,99.2188,99.5,below
SITE_G,availability_pct,2025-01-09 09:30:00,2025-01-09 10:15:00,4,1.0,99.025,99.281,99.5,below
SITE_G,availability_pct,2025-01-09 19:00:00,2025-01-09 19:45:00,4,1.0,99.022,99.3042,99.5,below
SITE_A,availability_pct,2025-01-04 03:45:00,2025-01-04 04:30:00,4,1.0,98.89,99.252,99.5,below
SITE_A,availability_pct,2025-01-04 05:15:00,2025-01-04 06:00:00,4,1.0,98.948,99.1187,99.5,below
SITE_A,availability_pct,2025-01-05 23:30:00,2025-01-06 00:15:00,4,1.0,98.916,99.1097,99.5,below
SITE_L,availability_pct,2025-01-23 06:00:00,2025-01-23 06:45:00,4,1.0,98.947,99.1567,99.5,below
SITE_L,availability_pct,2025-01-24 01:15:00,2025-01-24 02:00:00,4,1.0,99.232,99.3735,99.5,below
SITE_L,availability_pct,2025-01-24 03:30:00,2025-01-24 04:15:00,4,1.0,99.026,99.25,99.5,below
SITE_L,availability_pct,2025-01-24 05:00:00,2025-01-24 05:45:00,4,1.0,99.141,99.3125,99.5,below
SITE_L,availability_pct,2025-01-24 21:30:00,2025-01-24 22:15:00,4,1.0,98.882,99.2795,99.5,below
SITE_L,availability_pct,2025-01-25 15:15:00,2025-01-25 16:00:00,4,1.0,99.231,99.3712,99.5,below
SITE_L,availability_pct,2025-01-22 00:30:00,2025-01-22 01:15:00,4,1.0,98.866,99.192,99.5,below
SITE_L,availability_pct,2025-01-17 22:30:00,2025-01-17 23:15:00,4,1.0,99.151,99.2265,99.5,below
SITE_L,availability_pct,2025-01-18 04:45:00,2025-01-18 05:30:00,4,1.0,98.843,99.2078,99.5,below
SITE_L,availability_pct,2025-01-18 10:30:00,2025-01-18 11:15:00,4,1.0,99.072,99.1485,99.5,below
SITE_A,utilization_pct,2025-01-03 14:30:00,2025-01-03 20:30:00,25,6.25,94.28,89.7384,80.0,above
SITE_C,utilization_pct,2025-01-12 15:45:00,2025-01-12 21:45:00,25,6.25,95.86,90.1988,80.0,above
SITE_C,utilization_pct,2025-01-04 13:00:00,2025-01-04 19:00:00,25,6.25,98.27,90.956,80.0,above
SITE_K,utilization_pct,2025-01-14 14:45:00,2025-01-14 20:45:00,25,6.25,98.35,90.6624,80.0,above
SITE_F,utilization_pct,2025-01-22 15:30:00,2025-01-22 21:30:00,25,6.25,97.64,89.5976,80.0,above
SITE_K,utilization_pct,2025-01-08 14:30:00,2025-01-08 20:30:00,25,6.25,96.86,89.4516,80.0,above
SITE_A,utilization_pct,2025-01-01 15:15:00,2025-01-01 20:30:00,22,5.5,94.13,90.0282,80.0,above
SITE_D,utilization_pct,2025-01-05 15:45:00,2025-01-05 20:45:00,21,5.25,95.34,90.2067,80.0,above
SITE_H,utilization_pct,2025-01-12 17:30:00,2025-01-12 22:30:00,21,5.25,94.08,89.9643,80.0,above
SITE_F,utilization_pct,2025-01-15 09:15:00,2025-01-15 14:15:00,21,5.25,96.17,88.8229,80.0,above
SITE_C,utilization_pct,2025-01-23 08:00:00,2025-01-23 13:00:00,21,5.25,93.59,89.5495,80.0,above
SITE_C,utilization_pct,2025-01-17 12:15:00,2025-01-17 17:15:00,21,5.25,94.87,89.779,80.0,above
SITE_A,utilization_pct,2025-01-10 18:00:00,2025-01-10 22:45:00,20,5.0,96.45,90.2195,80.0,above
SITE_A,utilization_pct,2025-01-07 08:15:00,2025-01-07 12:15:00,17,4.25,97.44,90.0924,80.0,above
SITE_L,utilization_pct,2025-01-07 10:30:00,2025-01-07 14:30:00,17,4.25,95.3,91.1435,80.0,above
SITE_G,utilization_pct,2025-01-03 15:00:00,2025-01-03 19:00:00,17,4.25,97.39,90.7747,80.0,above
SITE_C,utilization_pct,2025-01-20 18:30:00,2025-01-20 22:30:00,17,4.25,94.42,90.1547,80.0,above
SITE_G,utilization_pct,2025-01-24 18:30:00,2025-01-24 22:30:00,17,4.25,93.95,89.7024,80.0,above
SITE_D,utilization_pct,2025-01-16 15:15:00,2025-01-16 18:30:00,14,3.5,94.16,90.5657,80.0,above
SITE_A,utilization_pct,2025-01-08 17:00:00,2025-01-08 20:00:00,13,3.25,93.08,89.4862,80.0,above
SITE_J,utilization_pct,2025-01-11 13:15:00,2025-01-11 16:15:00,13,3.25,93.49,89.4569,80.0,above
SITE_K,utilization_pct,2025-01-09 14:30:00,2025-01-09 17:30:00,13,3.25,92.74,89.6369,80.0,above
SITE_G,utilization_pct,2025-01-27 16:15:00,2025-01-27 19:15:00,13,3.25,95.98,89.4677,80.0,above
SITE_H,utilization_pct,2025-01-20 16:30:00,2025-01-20 19:30:00,13,3.25,93.17,88.8669,80.0,above
SITE_J,utilization_pct,2025-01-19 09:15:00,2025-01-19 12:15:00,13,3.25,95.57,90.8331,80.0,above
SITE_L,utilization_pct,2025-01-17 08:00:00,2025-01-17 11:00:00,13,3.25,97.04,89.6592,80.0,above
SITE_K,utilization_pct,2025-01-27 08:00:00,2025-01-27 10:45:00,12,3.0,98.84,91.8142,80.0,above
SITE_J,utilization_pct,2025-01-04 15:00:00,2025-01-04 17:15:00,10,2.5,94.56,89.599,80.0,above
SITE_E,utilization_pct,2025-01-11 20:30:00,2025-01-11 22:45:00,10,2.5,93.83,90.539,80.0,above
SITE_G,utilization_pct,2025-01-08 19:15:00,2025-01-08 21:15:00,9,2.25,95.09,90.2022,80.0,above
SITE_E,utilization_pct,2025-01-10 17:00:00,2025-01-10 19:00:00,9,2.25,94.76,89.3533,80.0,above
SITE_D,utilization_pct,2025-01-13 09:00:00,2025-01-13 11:00:00,9,2.25,93.07,89.85,80.0,above
SITE_H,utilization_pct,2025-01-15 10:00:00,2025-01-15 12:00:00,9,2.25,96.12,89.6867,80.0,above
SITE_G,utilization_pct,2025-01-13 19:15:00,2025-01-13 21:15:00,9,2.25,93.39,89.1922,80.0,above
SITE_H,utilization_pct,2025-01-21 21:00:00,2025-01-21 22:45:00,8,2.0,94.26,90.1362,80.0,above
SITE_E,utilization_pct,2025-01-16 08:00:00,2025-01-16 09:30:00,7,1.75,93.39,90.1,80.0,above
SITE_D,utilization_pct,2025-01-03 08:00:00,2025-01-03 09:30:00,7,1.75,93.24,89.6086,80.0,above
SITE_D,utilization_pct,2025-01-10 12:00:00,2025-01-10 13:15:00,6,1.5,89.73,86.4667,80.0,above
SITE_I,utilization_pct,2025-01-05 10:15:00,2025-01-05 11:30:00,6,1.5,91.06,88.3383,80.0,above
SITE_C,utilization_pct,2025-01-14 11:00:00,2025-01-14 12:00:00,5,1.25,89.98,87.878,80.0,above
SITE_E,utilization_pct,2025-01-13 17:00:00,2025-01-13 18:00:00,5,1.25,93.87,90.586,80.0,above
SITE_I,utilization_pct,2025-01-28 17:45:00,2025-01-28 18:45:00,5,1.25,92.19,88.386,80.0,above
SITE_H,utilization_pct,2025-01-03 08:00:00,2025-01-03 09:00:00,5,1.25,94.96,90.574,80.0,above
SITE_L,utilization_pct,2025-01-21 17:30:00,2025-01-21 18:30:00,5,1.25,94.01,87.748,80.0,above
SITE_G,utilization_pct,2025-01-05 17:15:00,2025-01-05 18:00:00,4,1.0,81.8,80.865,80.0,above
SITE_A,latency_ms,2025-01-03 14:30:00,2025-01-03 20:30:00,25,6.25,64.56,60.3324,50.0,above
SITE_C,latency_ms,2025-01-12 15:45:00,2025-01-12 21:45:00,25,6.25,64.79,60.2052,50.0,above
SITE_C,latency_ms,2025-01-04 13:00:00,2025-01-04 19:00:00,25,6.25,64.21,59.7732,50.0,above
SITE_C,latency_ms,2025-01-23 07:00:00,2025-01-23 13:00:00,25,6.25,64.43,59.458,50.0,above
SITE_F,latency_ms,2025-01-22 15:30:00,2025-01-22 21:30:00,25,6.25,63.17,59.98,50.0,above
SITE_K,latency_ms,2025-01-14 14:45:00,2025-01-14 20:45:00,25,6.25,64.95,60.2968,50.0,above
SITE_K,latency_ms,2025-01-08 14:30:00,2025-01-08 20:30:00,25,6.25,63.02,60.03,50.0,above
SITE_F,latency_ms,2025-01-15 09:15:00,2025-01-15 14:15:00,21,5.25,62.86,60.0205,50.0,above
SITE_E,latency_ms,2025-01-11 20:30:00,2025-01-12 01:30:00,21,5.25,63.47,57.821,50.0,above
SITE_D,latency_ms,2025-01-05 15:45:00,2025-01-05 20:45:00,21,5.25,62.94,59.7629,50.0,above
SITE_A,latency_ms,2025-01-10 18:00:00,2025-01-10 23:00:00,21,5.25,63.21,59.6181,50.0,above
SITE_H,latency_ms,2025-01-21 21:00:00,2025-01-22 02:00:00,21,5.25,64.2,56.8114,50.0,above
SITE_H,latency_ms,2025-01-12 17:30:00,2025-01-12 22:30:00,21,5.25,64.57,59.6457,50.0,above
SITE_A,latency_ms,2025-01-01 15:15:00,2025-01-01 20:15:00,21,5.25,63.08,59.809,50.0,above
SITE_C,latency_ms,2025-01-17 12:15:00,2025-01-17 17:15:00,21,5.25,63.0,59.9095,50.0,above
SITE_K,latency_ms,2025-01-27 05:45:00,2025-01-27 10:45:00,21,5.25,62.77,57.77,50.0,above
SITE_G,latency_ms,2025-01-24 18:30:00,2025-01-24 22:30:00,17,4.25,63.95,60.0194,50.0,above
SITE_J,latency_ms,2025-01-11 03:30:00,2025-01-11 07:30:00,17,4.25,57.86,54.9265,50.0,above
